pais;scarlett id;tipo de documento;estado de validaciones;proveedor;proveedor id;fecha de recepción;asignación de sap sku;estado integración de SAP;estado de conciliacion;estado de las solicitudes;orden de compra;fecha de emision;Número de envío;estado de envío;Vertical o vendor;Monto;Estado Integración SAP final;Estado en Jira
Chile;07969393030330002744599;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071702;06-12-2024;34803154;Cerrado;550072427; ;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002744601;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización Saldo distinto de cero: 930,57 Debe: 99.718,43 Haber: 100.649,00";Conciliada; ;4000071074;06-12-2024;34803154;Cerrado;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002744592;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización Saldo distinto de cero: 1.128,39 Debe: 131.279,61 Haber: 132.408,00";Conciliada; ;4000071076;06-12-2024;34741262;Cerrado;550070308; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002744589;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Conciliada; ;4000071704;06-12-2024;34741100;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002744588;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Conciliada; ;4000071704;06-12-2024;34741100;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002744591;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Conciliada; ;4000071704;06-12-2024;34741100;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002744604;Factura;Con alertas;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000071705;06-12-2024;34741100;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002744590;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000071704;06-12-2024;34741100;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002744595;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Conciliada; ;4000071093;06-12-2024;34741100;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002744594;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Conciliada; ;4000071093;06-12-2024;34741100;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002744603;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071057;06-12-2024;34741100;Cerrado con cambios;550072427; ;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002744593;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Conciliada; ;4000071093;06-12-2024;34741100;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002744596;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Conciliada; ;4000071093;06-12-2024;34741100;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738249;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización Saldo distinto de cero: 1.128,36 Debe: 116.567,64 Haber: 117.696,00";Conciliada; ;4000070219;29-11-2024;34396064;Cerrado;550070308; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738251;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000070877;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738254;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización Saldo distinto de cero: 336,67 Debe: 451.732,33 Haber: 452.069,00";Conciliada; ;4000070932;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738257;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000070932;29-11-2024;34395847;Cerrado con cambios;550072427; ;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002738266;Factura;Con alertas;L OREAL CHILE S A;9500000113;24-12-2024;Incompleta;Por procesar;Por procesar; ;4000070878;29-11-2024;34395847;Cerrado con cambios;550072427; ;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07969393030330002738261;Factura;Con alertas;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000070876;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738255;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Conciliada; ;4000070876;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738258;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Conciliada; ;4000070876;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738265;Factura;Con alertas;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000070158;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738264;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000070008;29-11-2024;34395847;Cerrado con cambios;550072427; ;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002738260;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización Saldo distinto de cero: 303,30 Debe: 32.522,70 Haber: 32.826,00";Con diferencias; ;4000070128;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738253;Factura;Con alertas;L OREAL CHILE S A;9500000113;24-12-2024;Incompleta;Por procesar;Por procesar; ;4000070128;29-11-2024;34395847;Cerrado con cambios;550072427; ;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07969393030330002738263;Factura;Con alertas;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000069369;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738252;Factura;Con alertas;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000070071;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738256;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización Saldo distinto de cero: 1.006,79 Debe: 351.120,21 Haber: 352.127,00";Conciliada; ;4000069370;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738262;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización Saldo distinto de cero: 303,30 Debe: 32.522,70 Haber: 32.826,00";Con diferencias; ;4000069370;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07969393030330002738259;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000069370;29-11-2024;34395847;Cerrado con cambios;550072427; ;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002738250;Factura;Sin errores;L OREAL CHILE S A;9500000113;24-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000070009;29-11-2024;34395847;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07735057560330000000285;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;23-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071830;23-12-2024;35151130;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07754235600330000001404;Factura;Sin errores;Diffupar Chile SPA;9500087850;23-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000073527;24-12-2024;35666478;Cerrado con cambios;550072427;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07874436050330001593998;Factura;Con alertas;adidas Chile Ltda.;9500000277;23-12-2024;Incompleta;Por procesar;Por procesar; ;4000073376;23-12-2024;35490663;Cerrado con cambios;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593992;Factura;Con alertas;adidas Chile Ltda.;9500000277;23-12-2024;Incompleta;Por procesar;Por procesar; ;4000073189;23-12-2024;35492749;Cerrado con cambios;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593993;Factura;Con alertas;adidas Chile Ltda.;9500000277;23-12-2024;Incompleta;Por procesar;Por procesar; ;4000073189;23-12-2024;35492749;Cerrado con cambios;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593997;Factura;Con alertas;adidas Chile Ltda.;9500000277;23-12-2024;Incompleta;Por procesar;Por procesar; ;4000073189;23-12-2024;35492749;Cerrado con cambios;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593995;Factura;Con alertas;adidas Chile Ltda.;9500000277;23-12-2024;Incompleta;Por procesar;Por procesar; ;4000073189;23-12-2024;35492749;Cerrado con cambios;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593994;Factura;Con alertas;adidas Chile Ltda.;9500000277;23-12-2024;Incompleta;Por procesar;Por procesar; ;4000073189;23-12-2024;35492749;Cerrado con cambios;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593996;Factura;Con alertas;adidas Chile Ltda.;9500000277;23-12-2024;Incompleta;Por procesar;Por procesar; ;4000073189;23-12-2024;35492749;Cerrado con cambios;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593991;Factura;Con alertas;adidas Chile Ltda.;9500000277;23-12-2024;Incompleta;Por procesar;Por procesar; ;4000072697;23-12-2024;35491814;Cerrado con cambios;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593989;Factura;Con alertas;adidas Chile Ltda.;9500000277;23-12-2024;Incompleta;Por procesar;Por procesar; ;4000072697;23-12-2024;35491814;Cerrado con cambios;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593990;Factura;Con alertas;adidas Chile Ltda.;9500000277;23-12-2024;Incompleta;Por procesar;Por procesar; ;4000072697;23-12-2024;35491814;Cerrado con cambios;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07726515030330000387069;Factura;Sin errores;TEKA CHILE S A;9500148868;23-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000073591;20-12-2024;35663766;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001043655;Factura;Con alertas;BEIERSDORF S.A.;9500032184;21-12-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000073305;20-12-2024;35371692;Cerrado con cambios;550072427; ;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001043654;Factura;Sin errores;BEIERSDORF S.A.;9500032184;21-12-2024;Completa;"Error de contabilización No se encontraron impuestos pendientes de procesamiento para esta factura";Con diferencias; ;4000073305;20-12-2024;35371692;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;093513000K0330001043653;Factura;Con alertas;BEIERSDORF S.A.;9500032184;21-12-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000073305;20-12-2024;35371692;Cerrado con cambios;550072427; ;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07651775960330000127688;Factura;Sin errores;Hisense Gorenje Chile Spa;9500116248;20-12-2024;Completa;Contabilizada manualmente;Conciliada; ;4000071842;12-12-2024;34970768;Cerrado;550063615;98956177;Contabilizada manualmente;Done - Contabilizada manualmente
Chile;07651775960330000126675;Factura;Sin errores;Hisense Gorenje Chile Spa;9500116248;20-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071059;29-11-2024;34583215;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07651775960330000126674;Factura;Sin errores;Hisense Gorenje Chile Spa;9500116248;20-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000070915;29-11-2024;34519973;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07651775960330000126625;Factura;Sin errores;Hisense Gorenje Chile Spa;9500116248;20-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000069463;29-11-2024;34520239;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07754235600330000001400;Factura;Sin errores;Diffupar Chile SPA;9500087850;20-12-2024;Completa;Contabilizada manualmente;Conciliada; ;4000072768;23-12-2024;35358213;Cerrado con cambios;550072427;2701300;Contabilizada manualmente;Done - Contabilizada manualmente
Chile;07615052380330000167852;Factura;Sin errores;NEXSYS DE CHILE SPA;9699194149;20-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000072935;19-12-2024;35476394;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07874436050330001593459;Factura;Con alertas;adidas Chile Ltda.;9500000277;20-12-2024;Incompleta;Por procesar;Por procesar; ;4000073198;19-12-2024;35306942;Cerrado;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07735057560330000000284;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;19-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000068067;19-12-2024;33520912;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07735057560330000000283;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;19-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000068396;19-12-2024;33804615;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07735057560330000000282;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;19-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000068396;19-12-2024;33520559;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07735057560330000000281;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;19-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000067066;19-12-2024;33585368;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07603068000330000145343;Factura;Con alertas;COMERCIAL DEPOR;9500116200;19-12-2024;Incompleta;Por procesar;Por procesar; ;4000071850;19-12-2024;35431133;Cerrado con cambios;550070308;98956177;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07953607000330000290573;Factura;Sin errores;Comercial Doral S.A.;9500141016;19-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000073341;20-12-2024;35350303;Cerrado;550063615;2121471;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07874436050330001593204;Factura;Con alertas;adidas Chile Ltda.;9500000277;18-12-2024;Incompleta;Por procesar;Por procesar; ;4000071056;18-12-2024;35221032;Cerrado;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593205;Factura;Con alertas;adidas Chile Ltda.;9500000277;18-12-2024;Incompleta;Por procesar;Por procesar; ;4000071056;18-12-2024;35221032;Cerrado;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001593203;Factura;Con alertas;adidas Chile Ltda.;9500000277;18-12-2024;Incompleta;Por procesar;Por procesar; ;4000071056;18-12-2024;35221032;Cerrado;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07707395780330000005207;Factura;Sin errores;Radio Victoria TCL Chile SPA;9500148866;18-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000066192;23-10-2024;32583416;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07893468010330000141614;Factura;Sin errores;Hasbro Chile Limitada.;9500000077;18-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071922;12-12-2024;35147133;Cerrado;550072427;2121471;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07735057560330000000280;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;18-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000070159;17-12-2024;34479551;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07893468010330000141612;Factura;Con alertas;Hasbro Chile Limitada.;9500000077;18-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000071922;12-12-2024;35074708;Cerrado con cambios;550072427;2121471;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07735057560330000000279;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;18-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000070105;17-12-2024;34520991;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07735057560330000000278;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;18-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000069349;16-12-2024;34520423;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07735057560330000000277;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;18-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000070105;16-12-2024;34479433;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07893468010330000141611;Factura;Sin errores;Hasbro Chile Limitada.;9500000077;18-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071922;12-12-2024;35075690;Cerrado con cambios;550072427;2121471;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07735057560330000000275;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;17-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000068618;16-12-2024;33804802;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07735057560330000000273;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;17-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000065318;16-12-2024;32406852;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07735057560330000000272;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;17-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000062044;16-12-2024;32406337;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09665666040330001175866;Factura;Sin errores;Procter & Gamble Chile Limitada;9500000347;17-12-2024;Completa;"Error de contabilización No se encontraron documentos de material para la PO 4000070988";Conciliada; ;4000070988;29-11-2024;34468625;Cerrado;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07754235600330000001394;Factura;Sin errores;Diffupar Chile SPA;9500087850;17-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000073328;18-12-2024;35349147;Cerrado con cambios;550072427;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001043277;Factura;Sin errores;BEIERSDORF S.A.;9500032184;17-12-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000071926;15-12-2024;35140943;Cerrado con cambios;550072427; ;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;093513000K0330001043261;Factura;Sin errores;BEIERSDORF S.A.;9500032184;17-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071926;15-12-2024;35140943;Cerrado con cambios;550072427; ;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001885113;Factura;Sin errores;Samsung Electronics Chile;9699193902;17-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071853;17-12-2024;35282612;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07878672000330000030774;Factura;Sin errores;Galderma;9500160796;16-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000072434;16-12-2024;34964468;Cerrado;550072427;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07953607000330000289605;Factura;Sin errores;Comercial Doral S.A.;9500141016;16-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000072545;17-12-2024;35193066;Cerrado;550063615;2121471;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07874436050330001592831;Factura;Con alertas;adidas Chile Ltda.;9500000277;16-12-2024;Incompleta;Por procesar;Por procesar; ;4000071828;16-12-2024;35094622;Cerrado;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001592830;Factura;Con alertas;adidas Chile Ltda.;9500000277;16-12-2024;Incompleta;Por procesar;Por procesar; ;4000071828;16-12-2024;35094622;Cerrado;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001592829;Factura;Con alertas;adidas Chile Ltda.;9500000277;16-12-2024;Incompleta;Por procesar;Por procesar; ;4000071828;16-12-2024;35094622;Cerrado;550070308;2701300;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07726515030330000386250;Factura;Sin errores;TEKA CHILE S A;9500148868;16-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071852;11-12-2024;34969339;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07811217030330000118035;Factura;Sin errores;Net Now;9500116438;16-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071829;16-12-2024;35200522;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07811217030330000118031;Factura;Sin errores;Net Now;9500116438;13-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000072608;13-12-2024;35142763;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09688846030330000733066;Factura;Con alertas;Kimberly Clark Chile S.A.;9500134922;12-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000071863;10-12-2024;34974905;Cerrado con cambios;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;09688846030330000733067;Factura;Con alertas;Kimberly Clark Chile S.A.;9500134922;12-12-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000071863;10-12-2024;34974905;Cerrado con cambios;550072427; ;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09688846030330000733061;Factura;Con alertas;Kimberly Clark Chile S.A.;9500134922;12-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000071863;10-12-2024;34973939;Cerrado;550072427; ;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;07654553320330000030998;Factura;Sin errores;URSUS TROTTER SMALL APPLIANCES S.A.;9699194178;11-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071080;05-12-2024;34722685;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07654553320330000030919;Factura;Sin errores;URSUS TROTTER SMALL APPLIANCES S.A.;9699194178;11-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071647;29-11-2024;34548581;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07735057560330000000269;Factura;Sin errores;SIRIO CAPITAL SPA;9500124108;11-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000061700;11-12-2024;31031525;Cerrado;550063615;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000009386;Factura;Sin errores;TPV Chile;9500000116;10-12-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000065299;10-12-2024;32195155;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720610000003818;Nota de crédito;Con alertas;TPV Chile;9500000116;10-12-2024;Completa;Ingresada;Con diferencias; ;4000065299;10-12-2024;32195155;Cerrado;550063615;98956177;Ingresada;No aplica
Chile;07754235600330000001374;Factura;Sin errores;Diffupar Chile SPA;9500087850;10-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071854;11-12-2024;34924002;Cerrado con cambios;550072427;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;05921005090330000016162;Factura;Sin errores;SOLUTIONS 2 GO CHILE LLC, AGENCIA EN CHILE;9500032167;10-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071827;10-12-2024;34980211;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07707395780330000005354;Factura;Sin errores;Radio Victoria TCL Chile SPA;9500148866;09-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000071866;09-12-2024;34863446;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07878672000330000030611;Factura;Sin errores;Galderma;9500160796;09-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000070848;09-12-2024;34392157;Cerrado;550072427;2701300;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07604726540330000247320;Factura;Con alertas;COMERCIALIZADORA SKECHERS CHILE LIMITADA;9500032223;06-12-2024;Completa;"Error de contabilización El documento queda en estado parkeado por diferencia";Con diferencias; ;4000071710;06-12-2024;34965740;Cerrado con cambios;550070308;98956177;Error de contabilización;En curso FinOps - Pendiente de revisión
Chile;093513000K0330001042734;Factura;Con alertas;BEIERSDORF S.A.;9500032184;06-12-2024;Completa;Contabilizada manualmente;Con diferencias; ;4000071072;03-12-2024;34676639;Cerrado;550072427; ;Contabilizada manualmente;Done - Contabilizada manualmente
Chile;07730203960330000009448;Factura;Sin errores;TOKSTOCK SPA;9500141012;06-12-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000072371;06-12-2024;34964482;Cerrado;550063615;98956177;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07603068000330000144947;Factura;Con alertas;COMERCIAL DEPOR;9500116200;06-12-2024;Incompleta;Por procesar;Por procesar; ;4000071052;05-12-2024;34795711;Cerrado con cambios;550070308;98956177;Por procesar;En curso FinOps - Asignar SAP SKU
